name,location,venue_type,website,capacity,parking,catering,accommodation,facilities,contact_name,contact_email,contact_phone,facebook,instagram,twitter,linkedin,tiktok,description,address,postcode,source,scraped_date,source_url,detected_town,christmas_party,private_dining,outdoor_space,wedding_licensed,parking_onsite,accommodation_onsite
Holiday Inn Express Folkestone,Hotel with Event Space,Hotel with Event Space,https://www.ihg.com/holidayinnexpress/hotels/gb/en/folkestone/lyxfx/hoteldetail,Large (1-300),Onsite parking,No on-site catering,No on-site accommodation,"Onsite parking: 100 spaces, Disabled access, Disabled toilets, Lift, Bar: Yes - Manned, WiFi, Projector, Projector screen",Booking Administrator,,01303 298450,,,,,,"Hotel / Conference Centre / Pub / Restaurant / Business Meeting Rooms / Training Rooms Large (1-300) The newly refurbished Holiday Inn Express® Folkestone - Channel Tunnel hotel is only 1.6 miles from the Eurotunnel Terminal. Close to junction 12 of the M20 motorway, our pet-friendly hotel is also convenient for families on their way to Dover Ferry Terminal or Ashford International station, both around a 20-minute drive. You can nip into Folkestone town centre by car in a few minutes, or catch a bus just along the road. Catching a flight at Gatwick Airport (LGW) is easy too – it's about an hour away by car. Filled with natural light, our air-conditioned meeting rooms are perfect for seminars, with space for up to 30 guests. Take a short drive to explore the wartime tunnels and extraordinary history of Dover Castle, enjoy a walk on the beach at Sandgate, or see gorillas and tigers at Port","Cheriton High Street, Folkestone, England, CT18 8AN",CT18 8AN,venues4hire.org,2026-09-03T10:03:32.599823,https://venues4hire.org/venue/details/34680/holiday-inn-express-folkestone-channel-tunnel,folkestone,False,False,False,False,True,False
Kent Event Centre,Maidstone,Hotel with Event Space,,Extra Large (300+),"onsite parking for up to 30,000 cars.",Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Onsite parking: 8000 spaces, Nearby parking: Within 5 metres, Disabled access, Disabled toilets, Lift, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 80 round tables,, 80 rectangle tables, Seating: 800 chairs,, 15 benches, WiFi, Staging, Projector, Projector screen, PA system",Harriet Booth,,01622 633065,,,,,,"With over 50 years’ experience and an enviable reputation for providing and organising anything from large scale exhibitions and trade fairs to conferences and dinner dances, the Kent Event Centre is the perfect venue for you. Our unique selling point is our size and location, between two major motorways and within 50mins car/train from London. We have in excess of 200 acres of outdoor space and a private woodland at organisers disposal. We also offer onsite parking for up to 30,000 cars.","Kent Event Centre, Kent Showground, Maidstone, South East, ME14 3JF",ME14 3JF,venues4hire.org,2026-09-03T10:03:35.332532,https://venues4hire.org/venue/details/5201/kent-event-centre,maidstone,False,False,False,False,True,False
Lordswood Leisure Centre,Chatham,Hotel with Event Space,http://www.lordswood-leisure.co.uk/,Extra Large (300+),Onsite parking,"We have 3 beautiful function suites within the venue, 2 of which can cater for 200 guests and the largest up to 500 guests – perfect for those with a large guest count!",No on-site accommodation,"Onsite parking: 100 spaces, Disabled access, Disabled toilets, Lift, Tables: 60 round tables,, 20 rectangle tables, Seating: 700 chairs, Bar: Yes - Fully stocked, WiFi, Staging, Projector, Projector screen, PA system",Reception,comments@lordswood-leisure.co.uk,01634 682862,https://facebook.com/115806158481140,,https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2Fphoto.php%3Ffbid%3D1716729909959759%26amp%3Bset%3Da.586752709624157%26amp%3Btype%3D3,,,"Lordswood Leisure Centre is situated in a quiet country setting overlooking 20 acres of playing fields, with free parking for over 100 cars. The Quee suites & Martin Grove suite are based inside Lordswood Leisure Centre which is set in 14 acres of beautiful woodland surroundings in the garden of England – Kent. The venue is located within the Medway towns, both the M2 and M20 motorways are only a short 10 minute drive away. We realise how difficult it can be planning your wedding or party and our designated organiser will be delighted to assist you every step of the way. On the day our management team will warmly welcome you and will be on hand throughout the day to ensure everything is complete as per requirements We have 3 beautiful function suites within the venue, 2 of which can cater for 200 guests and the largest up to 500 guests – perfect for those with a large guest count! We cat","Lordswood Leisure Centre, North Dane Way, Chatham, Kent, ME5 8YE",ME5 8YE,venues4hire.org,2026-09-03T10:03:37.063918,https://venues4hire.org/venue/details/24993/lordswood-leisure-centre,maidstone,False,False,True,True,True,False
Mercure Maidstone Great Danes Hotel,Maidstone,Hotel with Event Space,http://www.mercuremaidstone.co.uk/,Extra Large (300+),Onsite parking,No on-site catering,Has onsite accommodation,"Onsite parking: 500 spaces, Disabled access, Disabled toilets, Lift, Tables: 36 round tables, Cutlery, Crockery, Bar: Yes - Manned, WiFi, Staging, Projector, Projector screen, PA system",Bookings Administrator,info@mercuremaidstone.co.uk,08448 159045,https://www.facebook.com/mercuremaidstone,https://www.instagram.com/mercuremaidstone/,https://twitter.com/intent/tweet?text=Home&url=https%3A%2F%2Fwww.mercuremaidstone.co.uk%2F,https://www.linkedin.com/company/mercure-maidstone-great-danes-hotel/,,"Hotel / Conference Centre Extra Large (300+) Weddings At Mercure Maidstone Great Danes Hotel we understand that everyone is unique, which is why we will create a bespoke wedding package to ensure your wedding day lives up to your individual expectations. Business Meetings Mercure Maidstone Great Danes Hotel has 14 meeting rooms, all fully equipped with complimentary high speed WiFi, audio-visual equipment and space for up to 600 delegates.","Mercure Maidstone Great Danes Hotel, Ashford Road, Maidstone, Kent, ME17 1RE",ME17 1RE,venues4hire.org,2026-09-03T10:03:38.843886,https://venues4hire.org/venue/details/12949/mercure-maidstone-great-danes-hotel,maidstone,False,False,False,True,True,False
Royal Wells Hotel,Royal Tunbridge Wells,Hotel with Event Space,http://royalwells.co.uk/,Medium (1-150),Onsite parking,No on-site catering,Has onsite accommodation,"Onsite parking: 24 spaces, Nearby parking: Within 200 metres, On-street parking, Disabled access, Disabled toilets, Lift, Cutlery, Crockery, Bar: Yes - Manned, WiFi, Projector, Projector screen, PA system",Bookings Administrator,royalwells@innmail.co.uk,01892 511188,https://www.facebook.com/TheRoyalWells,https://www.instagram.com/theroyalwells/,https://x.com/i/flow/login?redirect_after_login=%2FUKInns,,,"Weddings The Ephraim Suite is superbly suited for larger wedding receptions and evening parties. This room can comfortably accommodate up to 90 or up to 120 for the evening reception. The Ephraim Suite also has its own private bar. There is also access to our Garden through the Ephraim which is ideal for wedding receptions, drinks receptions and ceremonies. Conferences & Events The Royal Wells Hotel with its beautiful surrounding countryside and local attractions is a delightful setting in which to enjoy a celebration. Our staff are experienced in meeting the wide range of requirements called for by such events.","Royal Wells Hotel, Mount Ephraim Road, Royal Tunbridge Wells, England, TN4 8BE",TN4 8BE,venues4hire.org,2026-09-03T10:03:39.758542,https://venues4hire.org/venue/details/13799/royal-wells-hotel,tunbridge-wells,False,False,True,True,True,False
Boys Hall Manor,Ashford,Meeting Room,http://boyshall.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,,01233 633772,,,,,,Weddings Boys Hall is a licensed wedding venue in Kent ideal for civil ceremonies and weddings receptions. We can accommodate from the modest to the very grand. Corporate Meetings Boys Hall provides a beautiful backdrop to any corporate event. Quality without compromise and peaceful seclusion are a huge part of the Boys Hall experience.,"Boys Hall Manor, Boys Hall Road, Ashford, England, TN24 0LA",TN24 0LA,venues4hire.org,2026-09-03T10:03:58.470918,https://venues4hire.org/venue/details/13889/boys-hall-manor,ashford,False,False,False,True,False,False
Bradbourne House,East Malling,Meeting Room,https://www.bradbournehousekent.co.uk/,Medium (1-150),Onsite parking,No on-site catering,No on-site accommodation,"Onsite parking: 60 spaces, Disabled access, Disabled toilets, Seating: 100 chairs, Cutlery, Crockery, Bar: Yes - Fully stocked, WiFi, Projector, Projector screen, PA system",Bradbourne House,enquiries@bradbournehousekent.co.uk,01732 897436,https://www.facebook.com/BradbourneHouseKent/,https://www.instagram.com/bradbournehouse/,,,,"Bradbourne House is a stunning exclusive use venue, located in the heart of the Kent countryside village of East Malling.  With over 20 acres of land, boasting our hidden gem of a waterfall, and beautiful lake running through the grounds, it is the perfect location for all occasions. The House as you see it today dates back to the 1700s, however there was a Tudor house onsite dating back to the 1500s which has been altered over the years.  Bradbourne House was residence to the Twisden family and remained in their ownership for over 400 years, before being bought by East Mallling Trust in 1938. Bradbourne House is still full of its original character showing its abundance of history, which you could become a part of! Our experienced team can host weddings, parties, conferences, funerals and celebrations of life to name a few, and are dedicated to their roles to ensure your event runs as s","Bradbourne House, New Road, East Malling, Kent, ME19 6DZ",ME19 6DZ,venues4hire.org,2026-09-03T10:03:59.374933,https://venues4hire.org/venue/details/14453/bradbourne-house,maidstone,False,False,True,True,True,False
Broome Park Golf Club - Marquee Venue,Kent,Meeting Room,https://www.broomepark.co.uk/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,Barham,Bookings Administrator,hello@thereachmcr.com,01227 831701,https://www.facebook.com/broomeparkhotel/,https://www.instagram.com/broomeparkhotel,,https://www.linkedin.com/company/broome-park-hotel/,,"Set in a 400-year-old mansion and surrounded by acres of stunning English countryside, we provide simple but beautifully prepared food and a warm atmosphere at a price that belies the quality. After you’ve made your vows, imagine retreating to the former estate of Lord Kitchener for champagne, beers, wine and good food surrounded by your friends and family. Imagine gazing out of the tall windows with your other half at some of the most beautiful surroundings the country has to offer, before sitting down to celebrate the life you’re about to begin together. We’d call that a good start. Wouldn’t you? We are licensed for Civil Ceremonies, thus enabling you to marry in either the Georgian or Jacobean Room within the Manor House itself or in the breath-taking Italian Garden. The Georgian Room and the Jacobean Room in the Manor House are stunning examples of historic grandeur and the Italian G","Canterbury Road, Barham, Kent, CT4 6QX",CT4 6QX,venues4hire.org,2026-09-03T10:04:01.183047,https://venues4hire.org/venue/details/26292/broome-park-golf-club-marquee-venue,canterbury,False,False,True,True,False,False
Canterbury Golf Club,Canterbury,Meeting Room,http://www.canterburygolfclub.co.uk/,Medium (1-150),Onsite parking,Kitchen: Yes - Professional (manned),No on-site accommodation,"Onsite parking: 100 spaces, Disabled access, Disabled toilets, Kitchen: Yes - Professional (manned), Tables: 12 round tables,, 12 rectangle tables, Seating: 90 chairs, Cutlery, Crockery, Bar: Yes - Manned, WiFi, Projector, Projector screen, PA system, Dining Room",Bookings Administrator,office@canterburygolfclub.co.uk,01227 453532,https://www.facebook.com/CanterburyGolfClubKent/,https://www.instagram.com/canterburygolfclubkent/,https://x.com/Canterbury_GC,,,"Venue for business networking groups such Canterbury BNI, BNI Spires, Business over Breakfast, ABC networking and FORE and many local businesses. Main function room can accommodate up to 80 delegates with ceiling mounted projector and screen. Unlimited free parking.","Littlebourne Rd, Canterbury, Kent, CT1 1TW",CT1 1TW,venues4hire.org,2026-09-03T10:04:02.991206,https://venues4hire.org/venue/details/19122/canterbury-golf-club,canterbury,False,True,False,False,True,False
Charlton Place - Ballroom & Marquee Venue,Kent,Meeting Room,http://www.charlton-park.org/,Extra Large (300+),No parking,No on-site catering,No on-site accommodation,×,Gabrielle Wales,,01227 831355,,,,,,"Charlton Park is a secluded tranquil venue and family home, set within over 100 acres of quintessentially English parkland just outside the city of Canterbury in Kent. The Grade 2* listed mansion house provides a calm and gracious environment - the ideal setting for weddings, corporate meetings, away-days and events, concerts, theatre and special occasions. At Charlton Park the emphasis is on providing a personal touch with close attention to detail. Each event we host is tailor-made to suit the requirements of our clients. A range of educational and recreational classes is also run on a regular basis. Photography and Film Location: Charlton Park offers a broad range of filming and photographic opportunities both in the house and parkland and is easily accessible from the A2 south of Canterbury.","Charlton Park, Bishopsbourne, Canterbury, Kent, CT4 5JA",CT4 5JA,venues4hire.org,2026-09-03T10:04:04.777000,https://venues4hire.org/venue/details/25398/charlton-place-ballroom-marquee-venue,canterbury,False,False,True,True,False,False
