Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
Elham Village Hall	https://www.kentvenues.co.uk/venues/elham-village-hall	54	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Elham Village Hall	https://www.kentvenues.co.uk/venues/elham-village-hall	54	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Elham Village Hall	https://www.kentvenues.co.uk/venues/elham-village-hall	54	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Elite Venue	https://www.kentvenues.co.uk/venues/elite-venue-3	87	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Elite Venue	https://www.kentvenues.co.uk/venues/elite-venue-3	87	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Elite Venue	https://www.kentvenues.co.uk/venues/elite-venue-3	87	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Elite Venue	https://www.kentvenues.co.uk/venues/elite-venue-3	87	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	facilities	warning	Only 1 facilities listed (Bar)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Elvey Farm	https://www.kentvenues.co.uk/venues/elvey-farm	64	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	facilities	warning	Only 1 facilities listed (Parking)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	contact	suggestion	No venue website link on the listing	Embed or link the venue's own website so visitors can research further
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Etchinghill Golf Club	https://www.kentvenues.co.uk/venues/etchinghill-golf-club	47	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Everest Inn Ashford	https://www.kentvenues.co.uk/venues/everest-inn-ashford	78	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Everest Inn Ashford	https://www.kentvenues.co.uk/venues/everest-inn-ashford	78	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Everest Inn Ashford	https://www.kentvenues.co.uk/venues/everest-inn-ashford	78	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Everest Inn Ashford	https://www.kentvenues.co.uk/venues/everest-inn-ashford	78	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Everest Inn Ashford	https://www.kentvenues.co.uk/venues/everest-inn-ashford	78	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Everest Inn Hythe	https://www.kentvenues.co.uk/venues/everest-inn-hythe	68	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Everest Inn Hythe	https://www.kentvenues.co.uk/venues/everest-inn-hythe	68	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Everest Inn Hythe	https://www.kentvenues.co.uk/venues/everest-inn-hythe	68	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Everest Inn Hythe	https://www.kentvenues.co.uk/venues/everest-inn-hythe	68	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Everest Inn Hythe	https://www.kentvenues.co.uk/venues/everest-inn-hythe	68	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Falconhurst	https://www.kentvenues.co.uk/venues/falconhurst	52	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Falstaff Hotel	https://www.kentvenues.co.uk/venues/falstaff-hotel	42	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
